?????style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,220,240,57,144,139,187,23,100,120,100,200,110,120,120,140,44,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
134,1,220,220,93,144,195,140,22,48,120,79,209,89,120,120,161,38,144,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
135,1,220,220,134,118,174,110,50,67,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
136,1,220,240,130,28,123,167,17,38,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
137,1,220,220,130,7,95,195,17,24,120,100,200,110,120,120,140,44,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
138,1,220,240,130,28,123,167,17,38,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
139,1,220,220,130,7,95,195,17,24,120,100,200,110,120,120,140,44,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
140,1,220,220,69,151,194,110,122,118,120,100,200,110,120,120,140,45,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
141,1,220,240,60,151,194,110,146,148,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
142,1,220,220,69,151,194,110,122,118,120,100,200,110,120,120,140,45,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
143,1,220,240,60,151,194,110,146,148,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
144,1,220,220,130,28,123,167,17,38,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
145,1,220,220,130,7,95,195,17,24,120,100,200,110,120,120,140,44,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
146,1,220,240,130,28,123,167,17,38,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
147,1,220,220,130,7,95,195,17,24,120,100,200,110,120,120,140,44,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
148,1,220,240,69,151,194,110,122,118,120,100,200,110,120,120,140,45,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
149,1,220,220,60,151,194,110,146,148,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
150,1,220,220,69,151,194,110,122,118,120,100,200,110,120,120,140,45,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
151,1,220,240,60,151,194,110,146,148,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
152,1,220,220,107,147,141,140,17,102,120,100,200,110,120,120,140,42,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
153,1,220,240,107,134,181,130,22,57,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
154,1,220,220,81,148,141,164,12,102,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
155,1,220,220,80,149,185,164,17,56,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
156,1,220,240,54,149,141,190,12,102,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
157,1,220,220,54,149,192,190,12,41,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
158,1,220,240,59,150,141,190,4,102,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
159,1,220,220,107,147,141,140,17,102,120,100,200,110,120,120,140,42,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
160,1,220,220,107,134,181,130,22,57,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
161,1,220,240,81,148,141,164,12,102,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
162,1,220,220,80,149,185,164,17,56,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
163,1,220,240,54,149,141,190,12,102,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
164,1,220,220,54,149,192,190,12,41,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
165,1,220,220,59,150,141,190,4,102,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
166,1,220,240,69,151,194,110,122,118,120,100,200,110,120,120,140,45,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
167,1,220,220,60,151,194,110,146,148,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
168,1,220,240,69,151,194,110,122,118,120,100,200,110,120,120,140,45,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
169,1,220,220,60,151,194,110,146,148,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
170,1,220,220,134,147,139,110,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
171,1,220,240,134,102,139,115,61,100,120,100,200,110,130,120,140,43,129,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
172,1,220,220,134,147,139,110,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
173,1,220,240,134,102,139,115,61,100,120,100,200,110,130,120,140,43,129,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
174,1,220,220,134,147,139,110,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
175,1,220,220,134,102,139,115,61,100,120,100,200,110,130,120,140,43,129,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
176,1,220,240,134,147,139,110,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
177,1,220,220,134,102,139,115,61,100,120,100,200,110,130,120,140,43,129,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
178,1,220,240,134,147,139,110,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
179,1,220,220,134,102,139,115,61,100,120,100,200,110,130,120,140,43,129,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
180,1,220,220,130,0,139,110,161,100,121,100,200,110,120,121,140,42,129,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
181,1,220,240,130,60,63,110,108,170,120,100,200,110,120,120,140,44,128,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
182,1,220,220,130,0,139,110,161,100,121,100,200,110,120,121,140,42,129,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
183,1,220,240,130,60,63,110,108,170,120,100,200,110,120,120,140,44,128,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
184,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
185,1,440,440,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
186,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
187,1,440,460,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
188,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
189,1,440,460,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
190,1,220,220,48,147,139,110,8,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
191,1,220,240,126,144,139,193,7,100,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
192,1,220,220,48,147,139,110,8,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
193,1,220,240,126,144,139,193,7,100,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
194,1,220,220,48,147,139,110,8,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
195,1,220,220,126,144,139,193,7,100,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
196,1,220,240,48,147,139,110,8,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
197,1,220,220,126,144,139,193,7,100,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
198,1,220,460,132,146,139,117,25,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
199,1,220,460,132,146,139,187,12,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
200,1,220,460,132,146,139,187,90,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
201,1,220,460,56,146,139,187,90,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
202,1,220,460,132,146,139,117,25,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
203,1,220,460,132,146,139,187,12,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
204,1,220,460,132,146,139,187,90,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
205,1,220,440,56,146,139,187,90,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
206,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
207,1,440,460,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
208,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
209,1,440,460,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
210,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
211,1,440,460,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
212,1,440,460,130,0,137,110,180,110,130,100,200,110,130,124,136,38,130,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
213,1,440,460,130,53,71,110,117,162,113,100,200,110,114,110,140,43,130,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
214,1,220,460,61,120,139,110,149,100,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
215,1,220,440,48,69,139,110,149,100,120,100,200,110,120,120,140,43,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
216,1,220,240,107,147,141,140,17,102,120,100,200,110,120,120,140,42,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
217,1,220,220,107,134,181,130,22,57,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
218,1,220,240,81,148,141,164,12,102,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
219,1,220,220,80,149,185,164,17,56,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
220,1,220,220,54,149,141,190,12,102,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
221,1,220,240,54,149,192,190,12,41,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
222,1,220,220,59,150,141,190,4,102,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
223,1,1380,1400,129,29,174,113,53,144,120,74,161,125,120,120,160,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
224,1,1380,1380,130,80,117,113,98,75,120,74,161,125,120,120,160,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
225,1,1380,1400,130,120,87,108,142,57,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
226,1,60,880,130,8,142,110,160,97,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
227,1,220,220,45,118,174,109,58,66,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
228,1,220,240,92,118,174,108,58,65,120,69,161,125,120,120,171,76,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
229,1,220,220,45,118,174,109,58,66,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
230,1,220,240,92,118,174,108,58,65,120,69,161,125,120,120,171,76,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
231,1,60,880,130,8,142,110,160,97,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
232,1,1380,1380,129,29,174,113,53,144,120,74,161,125,120,120,160,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
233,1,1380,1400,130,80,117,113,98,75,120,74,161,125,120,120,160,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
234,1,1380,1380,130,120,87,108,142,57,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
235,1,220,240,45,118,174,109,58,66,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
236,1,220,220,92,118,174,108,58,65,120,69,161,125,120,120,171,76,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
237,1,60,900,130,8,142,110,160,97,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
238,1,220,220,45,118,174,109,58,66,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
239,1,220,220,92,118,174,108,58,65,120,69,161,125,120,120,171,76,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
240,1,220,240,45,118,174,109,58,66,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
241,1,220,220,92,118,174,108,58,65,120,69,161,125,120,120,171,76,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
242,1,60,880,130,8,142,110,160,97,120,69,161,125,120,120,171,78,115,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
243,1,440,460,57,144,139,109,22,100,120,100,200,111,120,120,138,42,128,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
244,1,440,460,131,144,139,187,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
245,1,440,460,57,144,139,109,22,100,120,100,200,111,120,120,138,42,128,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
246,1,440,460,131,144,139,187,17,100,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
247,1,220,220,48,118,174,109,24,83,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
248,1,220,240,92,118,174,108,20,85,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
249,1,220,220,48,118,174,109,24,83,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
250,1,220,240,92,118,174,108,20,85,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
251,1,220,220,48,118,174,109,24,83,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
252,1,220,220,92,118,174,108,20,85,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
253,1,220,240,48,118,174,109,24,83,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
254,1,220,220,92,118,174,108,20,85,120,100,200,110,120,120,140,42,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
255,1,780,800,130,44,116,110,115,135,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
256,1,80,100,130,44,157,110,130,82,120,100,200,110,120,120,140,41,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
257,1,80,100,130,44,116,110,130,135,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
258,1,80,100,138,44,187,110,131,54,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
259,1,80,100,130,44,116,110,120,135,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
260,1,80,100,130,44,157,110,134,59,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
261,1,80,100,130,44,116,110,119,135,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
262,1,80,80,130,44,157,110,129,59,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
263,1,80,100,130,44,116,110,119,135,120,100,200,110,120,120,140,40,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
264,1,80,100,130,44,182,110,124,64,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
265,1,80,100,130,44,172,110,137,59,120,100,200,110,120,120,140,39,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
